prophage_id	sample_id	length_bp	original_id
kansas_SRR27408797_NODE_1_length_565814_cov_26.467835_fragment_2	SRR27408797	32583	NODE_1_length_565814_cov_26.467835_fragment_2
kansas_SRR27408797_NODE_9_length_208109_cov_32.461088_fragment_1	SRR27408797	8845	NODE_9_length_208109_cov_32.461088_fragment_1
kansas_SRR27408797_NODE_8_length_210841_cov_23.341335_fragment_1	SRR27408797	37929	NODE_8_length_210841_cov_23.341335_fragment_1
kansas_SRR27408797_NODE_43_length_11740_cov_29.962111	SRR27408797	11740	NODE_43_length_11740_cov_29.962111
kansas_SRR27408797_NODE_33_length_27527_cov_23.816825_fragment_1	SRR27408797	15989	NODE_33_length_27527_cov_23.816825_fragment_1
kansas_SRR27408797_NODE_39_length_14243_cov_32.488524_fragment_1	SRR27408797	7013	NODE_39_length_14243_cov_32.488524_fragment_1
kansas_SRR27408797_NODE_14_length_134352_cov_28.989354_fragment_1	SRR27408797	58364	NODE_14_length_134352_cov_28.989354_fragment_1
kansas_SRR27408798_NODE_105_length_2294_cov_37.635902	SRR27408798	2294	NODE_105_length_2294_cov_37.635902
kansas_SRR27408798_NODE_25_length_69085_cov_23.723281_fragment_1	SRR27408798	22174	NODE_25_length_69085_cov_23.723281_fragment_1
kansas_SRR27408798_NODE_85_length_5300_cov_27.973516	SRR27408798	5300	NODE_85_length_5300_cov_27.973516
kansas_SRR27408798_NODE_94_length_3496_cov_39.962897	SRR27408798	3496	NODE_94_length_3496_cov_39.962897
kansas_SRR27408798_NODE_26_length_66422_cov_31.580330_fragment_1	SRR27408798	21191	NODE_26_length_66422_cov_31.580330_fragment_1
kansas_SRR27408798_NODE_71_length_10866_cov_30.398175	SRR27408798	10866	NODE_71_length_10866_cov_30.398175
kansas_SRR27408798_NODE_23_length_73541_cov_26.705397_fragment_1	SRR27408798	16053	NODE_23_length_73541_cov_26.705397_fragment_1
kansas_SRR27408798_NODE_98_length_3020_cov_27.121673	SRR27408798	3020	NODE_98_length_3020_cov_27.121673
kansas_SRR27408798_NODE_116_length_1920_cov_2.517011	SRR27408798	1920	NODE_116_length_1920_cov_2.517011
kansas_SRR27408798_NODE_10_length_121553_cov_31.393573_fragment_1	SRR27408798	32756	NODE_10_length_121553_cov_31.393573_fragment_1
kansas_SRR27408798_NODE_4_length_197121_cov_24.889215_fragment_2	SRR27408798	8333	NODE_4_length_197121_cov_24.889215_fragment_2
kansas_SRR27408798_NODE_117_length_1909_cov_50.478676	SRR27408798	1909	NODE_117_length_1909_cov_50.478676
kansas_SRR27408798_NODE_171_length_1144_cov_55.821042	SRR27408798	1144	NODE_171_length_1144_cov_55.821042
kansas_SRR27408799_NODE_102_length_1472_cov_24.073606	SRR27408799	1472	NODE_102_length_1472_cov_24.073606
kansas_SRR27408799_NODE_73_length_7120_cov_26.264693	SRR27408799	7120	NODE_73_length_7120_cov_26.264693
kansas_SRR27408799_NODE_20_length_103726_cov_19.790114_fragment_2	SRR27408799	9369	NODE_20_length_103726_cov_19.790114_fragment_2
kansas_SRR27408799_NODE_70_length_9692_cov_29.324621	SRR27408799	9692	NODE_70_length_9692_cov_29.324621
kansas_SRR27408799_NODE_64_length_14273_cov_25.621448	SRR27408799	14273	NODE_64_length_14273_cov_25.621448
kansas_SRR27408799_NODE_26_length_78822_cov_22.799187_fragment_1	SRR27408799	13106	NODE_26_length_78822_cov_22.799187_fragment_1
kansas_SRR27408799_NODE_83_length_4596_cov_30.350414	SRR27408799	4596	NODE_83_length_4596_cov_30.350414
kansas_SRR27408799_NODE_77_length_6093_cov_26.666611	SRR27408799	6093	NODE_77_length_6093_cov_26.666611
kansas_SRR27408799_NODE_3_length_188438_cov_23.593173_fragment_2	SRR27408799	22279	NODE_3_length_188438_cov_23.593173_fragment_2
kansas_SRR27408799_NODE_79_length_5409_cov_24.155055	SRR27408799	5409	NODE_79_length_5409_cov_24.155055
kansas_SRR27408799_NODE_33_length_57238_cov_26.275131_fragment_1	SRR27408799	5477	NODE_33_length_57238_cov_26.275131_fragment_1
kansas_SRR27408800_NODE_60_length_4988_cov_29.221765	SRR27408800	4988	NODE_60_length_4988_cov_29.221765
kansas_SRR27408800_NODE_71_length_2385_cov_56.268379	SRR27408800	2385	NODE_71_length_2385_cov_56.268379
kansas_SRR27408800_NODE_52_length_8653_cov_4.236336	SRR27408800	8653	NODE_52_length_8653_cov_4.236336
kansas_SRR27408800_NODE_55_length_5848_cov_50.681874	SRR27408800	5848	NODE_55_length_5848_cov_50.681874
kansas_SRR27408800_NODE_49_length_9351_cov_46.498699	SRR27408800	9351	NODE_49_length_9351_cov_46.498699
kansas_SRR27408800_NODE_33_length_35295_cov_65.077912	SRR27408800	35295	NODE_33_length_35295_cov_65.077912
kansas_SRR27408800_NODE_47_length_11027_cov_36.390734	SRR27408800	11027	NODE_47_length_11027_cov_36.390734
kansas_SRR27408800_NODE_11_length_161203_cov_23.245636_fragment_1	SRR27408800	38306	NODE_11_length_161203_cov_23.245636_fragment_1
kansas_SRR27408800_NODE_45_length_13996_cov_20.673372	SRR27408800	13996	NODE_45_length_13996_cov_20.673372
kansas_SRR27408800_NODE_24_length_68693_cov_27.323076_fragment_1	SRR27408800	16480	NODE_24_length_68693_cov_27.323076_fragment_1
kansas_SRR27408800_NODE_54_length_7692_cov_81.781097	SRR27408800	7692	NODE_54_length_7692_cov_81.781097
kansas_SRR27408800_NODE_31_length_36566_cov_4.734460	SRR27408800	36566	NODE_31_length_36566_cov_4.734460
kansas_SRR27408800_NODE_34_length_34838_cov_4.642217	SRR27408800	34838	NODE_34_length_34838_cov_4.642217
kansas_SRR27408800_NODE_48_length_9700_cov_4.787005	SRR27408800	9700	NODE_48_length_9700_cov_4.787005
kansas_SRR27408800_NODE_35_length_32913_cov_20.010675	SRR27408800	32913	NODE_35_length_32913_cov_20.010675
kansas_SRR27408801_NODE_41_length_1950_cov_33.145913	SRR27408801	1950	NODE_41_length_1950_cov_33.145913
kansas_SRR27408801_NODE_43_length_1825_cov_25.078916	SRR27408801	1825	NODE_43_length_1825_cov_25.078916
kansas_SRR27408801_NODE_1_length_714511_cov_22.240435_fragment_1	SRR27408801	32839	NODE_1_length_714511_cov_22.240435_fragment_1
kansas_SRR27408801_NODE_24_length_55497_cov_22.824797_fragment_1	SRR27408801	24938	NODE_24_length_55497_cov_22.824797_fragment_1
kansas_SRR27408801_NODE_16_length_112199_cov_25.167410_fragment_1	SRR27408801	52367	NODE_16_length_112199_cov_25.167410_fragment_1
kansas_SRR27408801_NODE_9_length_196169_cov_30.012023_fragment_1	SRR27408801	10051	NODE_9_length_196169_cov_30.012023_fragment_1
kansas_SRR27408801_NODE_27_length_36077_cov_23.009152_fragment_1	SRR27408801	27239	NODE_27_length_36077_cov_23.009152_fragment_1
kansas_SRR27408802_NODE_70_length_10456_cov_28.430632	SRR27408802	10456	NODE_70_length_10456_cov_28.430632
kansas_SRR27408802_NODE_115_length_1812_cov_32.493175	SRR27408802	1812	NODE_115_length_1812_cov_32.493175
kansas_SRR27408802_NODE_92_length_4267_cov_41.742029	SRR27408802	4267	NODE_92_length_4267_cov_41.742029
kansas_SRR27408802_NODE_119_length_1555_cov_33.546218	SRR27408802	1555	NODE_119_length_1555_cov_33.546218
kansas_SRR27408802_NODE_91_length_4268_cov_23.974885	SRR27408802	4268	NODE_91_length_4268_cov_23.974885
kansas_SRR27408802_NODE_28_length_73753_cov_21.796132_fragment_1	SRR27408802	42563	NODE_28_length_73753_cov_21.796132_fragment_1
kansas_SRR27408802_NODE_1_length_378084_cov_17.093246_fragment_1	SRR27408802	46306	NODE_1_length_378084_cov_17.093246_fragment_1
kansas_SRR27408802_NODE_83_length_5947_cov_69.649141	SRR27408802	5947	NODE_83_length_5947_cov_69.649141
kansas_SRR27408802_NODE_54_length_20127_cov_25.522150	SRR27408802	20127	NODE_54_length_20127_cov_25.522150
kansas_SRR27408802_NODE_100_length_2517_cov_22.476569	SRR27408802	2517	NODE_100_length_2517_cov_22.476569
kansas_SRR27408802_NODE_114_length_1837_cov_27.423392	SRR27408802	1837	NODE_114_length_1837_cov_27.423392
kansas_SRR27408802_NODE_93_length_3893_cov_47.511152	SRR27408802	3893	NODE_93_length_3893_cov_47.511152
kansas_SRR27408802_NODE_2_length_304626_cov_26.345935_fragment_1	SRR27408802	14403	NODE_2_length_304626_cov_26.345935_fragment_1
kansas_SRR27408802_NODE_30_length_72184_cov_26.334555_fragment_1	SRR27408802	7713	NODE_30_length_72184_cov_26.334555_fragment_1
kansas_SRR27408802_NODE_22_length_93663_cov_9.421250	SRR27408802	93663	NODE_22_length_93663_cov_9.421250
kansas_SRR27408802_NODE_39_length_36115_cov_22.732689_fragment_1	SRR27408802	4996	NODE_39_length_36115_cov_22.732689_fragment_1
kansas_SRR27408802_NODE_111_length_2095_cov_48.328252	SRR27408802	2095	NODE_111_length_2095_cov_48.328252
kansas_SRR27408803_NODE_106_length_7027_cov_27.793913	SRR27408803	7027	NODE_106_length_7027_cov_27.793913
kansas_SRR27408803_NODE_128_length_4535_cov_7.095508	SRR27408803	4535	NODE_128_length_4535_cov_7.095508
kansas_SRR27408803_NODE_42_length_38060_cov_12.754383	SRR27408803	38060	NODE_42_length_38060_cov_12.754383
kansas_SRR27408803_NODE_99_length_9467_cov_7.092934	SRR27408803	9467	NODE_99_length_9467_cov_7.092934
kansas_SRR27408803_NODE_77_length_17494_cov_18.225197	SRR27408803	17494	NODE_77_length_17494_cov_18.225197
kansas_SRR27408803_NODE_73_length_18428_cov_18.935413	SRR27408803	18428	NODE_73_length_18428_cov_18.935413
kansas_SRR27408803_NODE_46_length_34402_cov_20.359533_fragment_1	SRR27408803	12517	NODE_46_length_34402_cov_20.359533_fragment_1
kansas_SRR27408803_NODE_86_length_12797_cov_6.971429	SRR27408803	12797	NODE_86_length_12797_cov_6.971429
kansas_SRR27408803_NODE_122_length_4707_cov_22.042576	SRR27408803	4707	NODE_122_length_4707_cov_22.042576
kansas_SRR27408803_NODE_60_length_25747_cov_18.903474	SRR27408803	25747	NODE_60_length_25747_cov_18.903474
kansas_SRR27408803_NODE_5_length_153024_cov_15.307547_fragment_1	SRR27408803	51346	NODE_5_length_153024_cov_15.307547_fragment_1
kansas_SRR27408803_NODE_22_length_67722_cov_21.392366_fragment_1	SRR27408803	28560	NODE_22_length_67722_cov_21.392366_fragment_1
kansas_SRR27408803_NODE_98_length_9602_cov_6.709763	SRR27408803	9602	NODE_98_length_9602_cov_6.709763
kansas_SRR27408803_NODE_57_length_28075_cov_19.984793	SRR27408803	28075	NODE_57_length_28075_cov_19.984793
kansas_SRR27408803_NODE_103_length_7972_cov_6.806883	SRR27408803	7972	NODE_103_length_7972_cov_6.806883
kansas_SRR27408803_NODE_107_length_6973_cov_7.685948	SRR27408803	6973	NODE_107_length_6973_cov_7.685948
kansas_SRR27408804_NODE_48_length_33796_cov_28.694615	SRR27408804	33796	NODE_48_length_33796_cov_28.694615
kansas_SRR27408804_NODE_81_length_12114_cov_4.861100	SRR27408804	12114	NODE_81_length_12114_cov_4.861100
kansas_SRR27408804_NODE_110_length_4795_cov_4.373393	SRR27408804	4795	NODE_110_length_4795_cov_4.373393
kansas_SRR27408804_NODE_18_length_91151_cov_31.667780_fragment_1	SRR27408804	41351	NODE_18_length_91151_cov_31.667780_fragment_1
kansas_SRR27408804_NODE_24_length_74504_cov_23.569477_fragment_1	SRR27408804	24205	NODE_24_length_74504_cov_23.569477_fragment_1
kansas_SRR27408804_NODE_103_length_5488_cov_5.406454	SRR27408804	5488	NODE_103_length_5488_cov_5.406454
kansas_SRR27408804_NODE_130_length_2250_cov_5.003768	SRR27408804	2250	NODE_130_length_2250_cov_5.003768
kansas_SRR27408804_NODE_65_length_20661_cov_4.802815	SRR27408804	20661	NODE_65_length_20661_cov_4.802815
kansas_SRR27408804_NODE_82_length_11852_cov_5.412964	SRR27408804	11852	NODE_82_length_11852_cov_5.412964
kansas_SRR27408804_NODE_111_length_4777_cov_3.979570	SRR27408804	4777	NODE_111_length_4777_cov_3.979570
kansas_SRR27408804_NODE_79_length_13875_cov_18.280259	SRR27408804	13875	NODE_79_length_13875_cov_18.280259
kansas_SRR27408804_NODE_41_length_42076_cov_22.051014	SRR27408804	42076	NODE_41_length_42076_cov_22.051014
kansas_SRR27408804_NODE_136_length_1887_cov_27.054545	SRR27408804	1887	NODE_136_length_1887_cov_27.054545
kansas_SRR27408804_NODE_74_length_16284_cov_25.385901_fragment_1	SRR27408804	9672	NODE_74_length_16284_cov_25.385901_fragment_1
kansas_SRR27408804_NODE_54_length_27934_cov_4.483907	SRR27408804	27934	NODE_54_length_27934_cov_4.483907
kansas_SRR27408805_NODE_44_length_33913_cov_31.360208_fragment_1	SRR27408805	16429	NODE_44_length_33913_cov_31.360208_fragment_1
kansas_SRR27408806_NODE_18_length_87008_cov_26.373914_fragment_1	SRR27408806	15592	NODE_18_length_87008_cov_26.373914_fragment_1
kansas_SRR27408806_NODE_22_length_78146_cov_29.976044_fragment_1	SRR27408806	17313	NODE_22_length_78146_cov_29.976044_fragment_1
kansas_SRR27408806_NODE_87_length_3883_cov_22.831203	SRR27408806	3883	NODE_87_length_3883_cov_22.831203
kansas_SRR27408806_NODE_6_length_208909_cov_23.891964_fragment_1	SRR27408806	8945	NODE_6_length_208909_cov_23.891964_fragment_1
kansas_SRR27408806_NODE_8_length_170509_cov_25.102517_fragment_1	SRR27408806	43482	NODE_8_length_170509_cov_25.102517_fragment_1
kansas_SRR27408806_NODE_7_length_207410_cov_27.346497_fragment_1	SRR27408806	34352	NODE_7_length_207410_cov_27.346497_fragment_1
kansas_SRR27408806_NODE_25_length_71639_cov_31.117001_fragment_1	SRR27408806	4636	NODE_25_length_71639_cov_31.117001_fragment_1
kansas_SRR27408806_NODE_10_length_139323_cov_25.161441_fragment_1	SRR27408806	4711	NODE_10_length_139323_cov_25.161441_fragment_1
kansas_SRR27408806_NODE_2_length_315459_cov_26.120112_fragment_2	SRR27408806	22865	NODE_2_length_315459_cov_26.120112_fragment_2
kansas_SRR27408806_NODE_2_length_315459_cov_26.120112_fragment_1	SRR27408806	8410	NODE_2_length_315459_cov_26.120112_fragment_1
kansas_SRR27408806_NODE_1_length_422711_cov_29.745106_fragment_4	SRR27408806	8159	NODE_1_length_422711_cov_29.745106_fragment_4
kansas_SRR27408806_NODE_27_length_60467_cov_25.155602_fragment_1	SRR27408806	47000	NODE_27_length_60467_cov_25.155602_fragment_1
kansas_SRR27408806_NODE_46_length_29767_cov_22.167072	SRR27408806	29767	NODE_46_length_29767_cov_22.167072
kansas_SRR27408806_NODE_44_length_30168_cov_23.993675	SRR27408806	30168	NODE_44_length_30168_cov_23.993675
kansas_SRR27408806_NODE_20_length_83142_cov_22.532313_fragment_2	SRR27408806	10623	NODE_20_length_83142_cov_22.532313_fragment_2
kansas_SRR27408806_NODE_20_length_83142_cov_22.532313_fragment_1	SRR27408806	12529	NODE_20_length_83142_cov_22.532313_fragment_1
kansas_SRR27408807_NODE_51_length_1844_cov_38.593477	SRR27408807	1844	NODE_51_length_1844_cov_38.593477
kansas_SRR27408807_NODE_7_length_246544_cov_25.386755_fragment_2	SRR27408807	33111	NODE_7_length_246544_cov_25.386755_fragment_2
kansas_SRR27408807_NODE_47_length_2828_cov_38.512773	SRR27408807	2828	NODE_47_length_2828_cov_38.512773
kansas_SRR27408807_NODE_22_length_54367_cov_25.513588_fragment_1	SRR27408807	23807	NODE_22_length_54367_cov_25.513588_fragment_1
kansas_SRR27408807_NODE_16_length_107626_cov_23.347408_fragment_1	SRR27408807	20593	NODE_16_length_107626_cov_23.347408_fragment_1
kansas_SRR27408807_NODE_4_length_291125_cov_28.833037_fragment_1	SRR27408807	6750	NODE_4_length_291125_cov_28.833037_fragment_1
kansas_SRR27408807_NODE_1_length_972048_cov_23.587350_fragment_5	SRR27408807	23706	NODE_1_length_972048_cov_23.587350_fragment_5
kansas_SRR27408807_NODE_1_length_972048_cov_23.587350_fragment_1	SRR27408807	44887	NODE_1_length_972048_cov_23.587350_fragment_1
kansas_SRR27408807_NODE_1_length_972048_cov_23.587350_fragment_4	SRR27408807	42339	NODE_1_length_972048_cov_23.587350_fragment_4
kansas_SRR27408807_NODE_6_length_267594_cov_26.978106_fragment_1	SRR27408807	8109	NODE_6_length_267594_cov_26.978106_fragment_1
kansas_SRR27408807_NODE_3_length_331740_cov_23.510514_fragment_1	SRR27408807	35217	NODE_3_length_331740_cov_23.510514_fragment_1
kansas_SRR27408807_NODE_9_length_192151_cov_29.549140_fragment_1	SRR27408807	44131	NODE_9_length_192151_cov_29.549140_fragment_1
kansas_SRR27408808_NODE_5_length_308422_cov_18.439897_fragment_1	SRR27408808	14582	NODE_5_length_308422_cov_18.439897_fragment_1
kansas_SRR27408808_NODE_136_length_1331_cov_64.120432	SRR27408808	1331	NODE_136_length_1331_cov_64.120432
kansas_SRR27408808_NODE_93_length_4113_cov_14.763422	SRR27408808	4113	NODE_93_length_4113_cov_14.763422
kansas_SRR27408808_NODE_39_length_23424_cov_49.814010	SRR27408808	23424	NODE_39_length_23424_cov_49.814010
kansas_SRR27408808_NODE_95_length_3951_cov_12.212866	SRR27408808	3951	NODE_95_length_3951_cov_12.212866
kansas_SRR27408808_NODE_61_length_10892_cov_50.523084	SRR27408808	10892	NODE_61_length_10892_cov_50.523084
kansas_SRR27408808_NODE_55_length_12870_cov_14.425410	SRR27408808	12870	NODE_55_length_12870_cov_14.425410
kansas_SRR27408808_NODE_12_length_138247_cov_13.381038_fragment_1	SRR27408808	20916	NODE_12_length_138247_cov_13.381038_fragment_1
kansas_SRR27408808_NODE_18_length_111295_cov_14.973419_fragment_1	SRR27408808	29221	NODE_18_length_111295_cov_14.973419_fragment_1
kansas_SRR27408808_NODE_37_length_28185_cov_16.046582	SRR27408808	28185	NODE_37_length_28185_cov_16.046582
kansas_SRR27408808_NODE_91_length_4172_cov_15.617058	SRR27408808	4172	NODE_91_length_4172_cov_15.617058
kansas_SRR27408808_NODE_64_length_10042_cov_14.618457	SRR27408808	10042	NODE_64_length_10042_cov_14.618457
kansas_SRR27408808_NODE_94_length_4105_cov_47.955505	SRR27408808	4105	NODE_94_length_4105_cov_47.955505
kansas_SRR27408808_NODE_52_length_13733_cov_31.075702	SRR27408808	13733	NODE_52_length_13733_cov_31.075702
kansas_SRR27408808_NODE_2_length_361115_cov_14.775649_fragment_1	SRR27408808	11314	NODE_2_length_361115_cov_14.775649_fragment_1
kansas_SRR27408808_NODE_17_length_114473_cov_15.961547_fragment_3	SRR27408808	12419	NODE_17_length_114473_cov_15.961547_fragment_3
kansas_SRR27408809_NODE_17_length_98142_cov_16.205040_fragment_1	SRR27408809	40617	NODE_17_length_98142_cov_16.205040_fragment_1
kansas_SRR27408809_NODE_45_length_27963_cov_16.520154	SRR27408809	27963	NODE_45_length_27963_cov_16.520154
kansas_SRR27408809_NODE_70_length_1688_cov_17.878924	SRR27408809	1688	NODE_70_length_1688_cov_17.878924
kansas_SRR27408809_NODE_12_length_143645_cov_13.866442_fragment_1	SRR27408809	42060	NODE_12_length_143645_cov_13.866442_fragment_1
kansas_SRR27408809_NODE_30_length_57005_cov_14.398871_fragment_1	SRR27408809	26071	NODE_30_length_57005_cov_14.398871_fragment_1
kansas_SRR27408809_NODE_4_length_266591_cov_13.047579_fragment_1	SRR27408809	44112	NODE_4_length_266591_cov_13.047579_fragment_1
kansas_SRR27408809_NODE_11_length_145404_cov_13.816179_fragment_1	SRR27408809	18838	NODE_11_length_145404_cov_13.816179_fragment_1
kansas_SRR27408809_NODE_21_length_85337_cov_17.713461_fragment_1	SRR27408809	32877	NODE_21_length_85337_cov_17.713461_fragment_1
kansas_SRR27408810_NODE_57_length_10692_cov_18.599621	SRR27408810	10692	NODE_57_length_10692_cov_18.599621
kansas_SRR27408810_NODE_79_length_3256_cov_21.501758	SRR27408810	3256	NODE_79_length_3256_cov_21.501758
kansas_SRR27408810_NODE_74_length_4173_cov_20.813149	SRR27408810	4173	NODE_74_length_4173_cov_20.813149
kansas_SRR27408810_NODE_83_length_3038_cov_19.559945	SRR27408810	3038	NODE_83_length_3038_cov_19.559945
kansas_SRR27408810_NODE_67_length_6123_cov_16.540861	SRR27408810	6123	NODE_67_length_6123_cov_16.540861
kansas_SRR27408810_NODE_70_length_5716_cov_16.497048	SRR27408810	5716	NODE_70_length_5716_cov_16.497048
kansas_SRR27408810_NODE_78_length_3301_cov_22.930057	SRR27408810	3301	NODE_78_length_3301_cov_22.930057
kansas_SRR27408810_NODE_3_length_250174_cov_17.323055_fragment_1	SRR27408810	5840	NODE_3_length_250174_cov_17.323055_fragment_1
kansas_SRR27408810_NODE_80_length_3242_cov_19.646870	SRR27408810	3242	NODE_80_length_3242_cov_19.646870
kansas_SRR27408810_NODE_76_length_3661_cov_18.420770	SRR27408810	3661	NODE_76_length_3661_cov_18.420770
kansas_SRR27408810_NODE_56_length_11351_cov_18.112527	SRR27408810	11351	NODE_56_length_11351_cov_18.112527
kansas_SRR27408810_NODE_72_length_5035_cov_19.528525	SRR27408810	5035	NODE_72_length_5035_cov_19.528525
kansas_SRR27408810_NODE_77_length_3512_cov_15.743870	SRR27408810	3512	NODE_77_length_3512_cov_15.743870
kansas_SRR27408810_NODE_60_length_9459_cov_18.425418	SRR27408810	9459	NODE_60_length_9459_cov_18.425418
kansas_SRR27408810_NODE_86_length_2757_cov_18.704943	SRR27408810	2757	NODE_86_length_2757_cov_18.704943
kansas_SRR27408810_NODE_66_length_6408_cov_19.475084	SRR27408810	6408	NODE_66_length_6408_cov_19.475084
