DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Prophage Length (bp)
kansas_SRR27408817_NODE_74_length_2418_cov_2.030554	2418
kansas_SRR27408817_NODE_56_length_8000_cov_33.795377	8000
kansas_SRR27408818_NODE_11_length_142799_cov_22.850174_fragment_1	57165
kansas_SRR27408818_NODE_6_length_189408_cov_27.113028_fragment_1	14582
kansas_SRR27408818_NODE_20_length_83740_cov_22.748173_fragment_1	12419
kansas_SRR27408818_NODE_38_length_23527_cov_19.133162	23527
kansas_SRR27408818_NODE_25_length_68130_cov_26.771407_fragment_1	17895
kansas_SRR27408818_NODE_26_length_50979_cov_27.107941_fragment_1	26186
kansas_SRR27408818_NODE_4_length_360758_cov_20.942207_fragment_1	10957
kansas_SRR27408819_NODE_27_length_49108_cov_23.801372_fragment_1	18562
kansas_SRR27408819_NODE_51_length_9442_cov_22.717123	9442
kansas_SRR27408819_NODE_38_length_29626_cov_22.768806	29626
kansas_SRR27408819_NODE_26_length_49821_cov_25.489415_fragment_1	10874
kansas_SRR27408819_NODE_34_length_33789_cov_26.055849_fragment_1	10387
kansas_SRR27408819_NODE_61_length_2413_cov_22.560367	2413
kansas_SRR27408819_NODE_52_length_9019_cov_22.676226	9019
kansas_SRR27408819_NODE_9_length_195283_cov_21.320287_fragment_1	22066
kansas_SRR27410973_NODE_25_length_50801_cov_31.425011_fragment_1	20440
kansas_SRR27410973_NODE_20_length_68970_cov_38.128263_fragment_1	8907
kansas_SRR27410973_NODE_13_length_97412_cov_33.741420_fragment_1	39238
kansas_SRR27410973_NODE_14_length_92378_cov_35.854289_fragment_1	22092
kansas_SRR27410974_NODE_19_length_67210_cov_25.183370_fragment_1	7255
kansas_SRR27410974_NODE_34_length_17930_cov_42.846880	17930
kansas_SRR27410974_NODE_27_length_42587_cov_21.360127_fragment_1	27718
kansas_SRR27410974_NODE_13_length_94250_cov_26.373469_fragment_1	23604
kansas_SRR27410974_NODE_21_length_58471_cov_20.755656_fragment_1	17968
kansas_SRR27410975_NODE_41_length_13566_cov_29.401741	13566
kansas_SRR27410975_NODE_16_length_91906_cov_9.846882	91906
kansas_SRR27410975_NODE_45_length_9854_cov_12.760152	9854
kansas_SRR27410975_NODE_15_length_98255_cov_12.492296_fragment_1	19482
kansas_SRR27410975_NODE_57_length_2584_cov_14.354904	2584
kansas_SRR27410975_NODE_52_length_4022_cov_42.275481	4022
kansas_SRR27410975_NODE_51_length_4518_cov_29.434981	4518
kansas_SRR27410975_NODE_12_length_128955_cov_13.383092_fragment_2	26481
kansas_SRR27410975_NODE_53_length_3330_cov_15.827349	3330
kansas_SRR27410975_NODE_2_length_634557_cov_14.508174_fragment_3	34600
kansas_SRR27410975_NODE_21_length_66405_cov_13.584825_fragment_2	8444
kansas_SRR27410975_NODE_43_length_10589_cov_12.100363	10589
kansas_SRR27410975_NODE_49_length_4988_cov_13.411438	4988
kansas_SRR27410975_NODE_19_length_77509_cov_16.224458_fragment_2	12520
kansas_SRR27410975_NODE_55_length_2986_cov_11.799930	2986
kansas_SRR27410975_NODE_54_length_3084_cov_15.414609	3084
kansas_SRR27410975_NODE_8_length_166264_cov_13.716355_fragment_1	16527
kansas_SRR27410975_NODE_38_length_17761_cov_12.951911	17761
kansas_SRR27410976_NODE_11_length_135363_cov_19.560916_fragment_1	75785
kansas_SRR27410976_NODE_2_length_422231_cov_12.130193_fragment_4	38149
kansas_SRR27410976_NODE_35_length_30981_cov_11.807189	30981
kansas_SRR27410977_NODE_27_length_50732_cov_15.121174_fragment_1	19844
kansas_SRR27410977_NODE_38_length_30978_cov_11.605523	30978
kansas_SRR27410977_NODE_50_length_6654_cov_196.096369	6654
kansas_SRR27410977_NODE_23_length_69548_cov_13.783884_fragment_1	37305
kansas_SRR27410977_NODE_3_length_398342_cov_11.501787_fragment_3	38149
kansas_SRR27410978_NODE_18_length_94250_cov_39.014492_fragment_1	23963
kansas_SRR27410978_NODE_30_length_38585_cov_35.216418_fragment_1	20383
kansas_SRR27410978_NODE_37_length_17930_cov_61.901140	17930
kansas_SRR27410978_NODE_24_length_67098_cov_38.076929_fragment_1	7336
kansas_SRR27410978_NODE_21_length_90204_cov_29.386647_fragment_1	27718
kansas_SRR27410978_NODE_25_length_58471_cov_29.263849_fragment_1	17968
kansas_SRR27410979_NODE_7_length_259109_cov_17.539366_fragment_2	36309
kansas_SRR27410979_NODE_1_length_1043348_cov_15.204996_fragment_5	13055
kansas_SRR27410980_NODE_27_length_2742_cov_28.009560	2742
kansas_SRR27410980_NODE_8_length_237505_cov_21.774094_fragment_2	19434
kansas_SRR27410980_NODE_20_length_30038_cov_25.413025	30038
kansas_SRR27410980_NODE_21_length_26941_cov_25.266987	26941
kansas_SRR27410981_NODE_41_length_1093_cov_1.426501	1093
kansas_SRR27410981_NODE_8_length_276475_cov_24.475176_fragment_1	43940
kansas_SRR27410981_NODE_1_length_728500_cov_28.967263_fragment_4	43125
kansas_SRR27410981_NODE_35_length_1235_cov_1.546029	1235
kansas_SRR27410982_NODE_23_length_58471_cov_20.832665_fragment_1	17968
kansas_SRR27410982_NODE_16_length_92490_cov_24.592369_fragment_1	22203
kansas_SRR27410982_NODE_18_length_90204_cov_19.659736_fragment_1	27718
kansas_SRR27410982_NODE_56_length_1887_cov_28.818750	1887
kansas_SRR27410982_NODE_43_length_17930_cov_42.922485	17930
kansas_SRR27410983_NODE_6_length_217893_cov_25.802614_fragment_2	46302
kansas_SRR27410983_NODE_2_length_626988_cov_26.820006_fragment_1	29942
kansas_SRR27410983_NODE_1_length_1819443_cov_24.244602_fragment_7	38949
kansas_SRR27410983_NODE_1_length_1819443_cov_24.244602_fragment_6	62470
kansas_SRR27410983_NODE_5_length_240839_cov_28.298037_fragment_1	13700
kansas_SRR27411067_NODE_15_length_40706_cov_23.564356_fragment_1	17230
kansas_SRR27411067_NODE_22_length_17782_cov_18.095950	17782
kansas_SRR27411067_NODE_21_length_22251_cov_21.191170	22251
kansas_SRR27411067_NODE_4_length_108616_cov_22.515241_fragment_3	15576
kansas_SRR27411067_NODE_10_length_74348_cov_24.060859_fragment_1	13423
kansas_SRR27839965_NODE_27_length_60157_cov_20.105780_fragment_1	20501
kansas_SRR27839965_NODE_48_length_28859_cov_21.738723_fragment_1	12915
kansas_SRR27839965_NODE_13_length_124393_cov_19.756796_fragment_1	36358
kansas_SRR27839965_NODE_96_length_1593_cov_24.012278	1593
kansas_SRR27839965_NODE_1_length_481776_cov_19.024792_fragment_1	13971
kansas_SRR27839965_NODE_1_length_481776_cov_19.024792_fragment_4	34026
kansas_SRR27839965_NODE_94_length_1647_cov_20.805921	1647
kansas_SRR27839965_NODE_87_length_2263_cov_21.220974	2263
kansas_SRR27839965_NODE_85_length_2375_cov_4.831406	2375
kansas_SRR27839965_NODE_56_length_10060_cov_19.913521	10060
kansas_SRR27839965_NODE_47_length_30564_cov_22.571541_fragment_1	8850
kansas_SRR27839965_NODE_20_length_88419_cov_22.205002_fragment_1	37482
kansas_SRR27839965_NODE_65_length_5059_cov_21.642539	5059
kansas_SRR27839965_NODE_30_length_55927_cov_4.212097	55927
kansas_SRR27839965_NODE_69_length_4832_cov_20.944315	4832
kansas_SRR27839965_NODE_42_length_36601_cov_4.155371	36601
kansas_SRR27839965_NODE_34_length_52746_cov_17.881108_fragment_1	24905
kansas_SRR27839965_NODE_9_length_136619_cov_21.045651_fragment_1	33485
kansas_SRR27839965_NODE_78_length_3640_cov_21.723598	3640
kansas_SRR27839965_NODE_79_length_3459_cov_30.500000	3459
kansas_SRR27839965_NODE_63_length_6419_cov_20.357756	6419
kansas_SRR27839965_NODE_29_length_56536_cov_19.116205_fragment_1	25617
kansas_SRR27839966_NODE_63_length_8612_cov_20.014850	8612
kansas_SRR27839966_NODE_58_length_9951_cov_19.428542	9951
kansas_SRR27839966_NODE_28_length_59594_cov_20.156927_fragment_1	12651
kansas_SRR27839966_NODE_55_length_11020_cov_17.932525	11020
kansas_SRR27839966_NODE_8_length_188020_cov_17.979898_fragment_1	21429
kansas_SRR27839966_NODE_53_length_12689_cov_19.066470	12689
kansas_SRR27839966_NODE_60_length_9065_cov_28.597337	9065
kansas_SRR27839966_NODE_6_length_210114_cov_16.348679_fragment_1	24757
kansas_SRR27839966_NODE_73_length_5590_cov_16.190921	5590
kansas_SRR27839967_NODE_101_length_1387_cov_1.830952	1387
kansas_SRR27839967_NODE_60_length_10007_cov_15.109717	10007
kansas_SRR27839967_NODE_86_length_1680_cov_0.956858	1680
kansas_SRR27839967_NODE_104_length_1315_cov_0.796296	1315
kansas_SRR27839967_NODE_1_length_701307_cov_16.220070_fragment_5	39574
kansas_SRR27839967_NODE_1_length_701307_cov_16.220070_fragment_4	47030
kansas_SRR27839967_NODE_9_length_132255_cov_17.740721_fragment_1	17659
kansas_SRR27839967_NODE_41_length_34749_cov_14.006585	34749
kansas_SRR27839967_NODE_23_length_79223_cov_15.694637_fragment_1	13954
kansas_SRR27839967_NODE_88_length_1639_cov_1.054894	1639
kansas_SRR27839968_NODE_19_length_80853_cov_18.566360_fragment_1	43597
kansas_SRR27839968_NODE_56_length_1893_cov_22.377123	1893
kansas_SRR27839968_NODE_24_length_57462_cov_20.657574_fragment_1	24611
kansas_SRR27839968_NODE_1_length_657530_cov_21.856006_fragment_2	12040
kansas_SRR27839968_NODE_4_length_283325_cov_19.959226_fragment_1	60191
kansas_SRR27839968_NODE_46_length_6314_cov_24.326329	6314
kansas_SRR27839968_NODE_18_length_99419_cov_24.074568_fragment_2	49595
kansas_SRR27839968_NODE_18_length_99419_cov_24.074568_fragment_1	21509
kansas_SRR27839968_NODE_50_length_4905_cov_21.075345	4905
kansas_SRR27839968_NODE_57_length_1840_cov_27.500292	1840
kansas_SRR27839968_NODE_2_length_561334_cov_16.143578_fragment_2	50124
kansas_SRR27839969_NODE_29_length_1640_cov_38.561137	1640
kansas_SRR27839969_NODE_2_length_724893_cov_33.367952_fragment_3	8168
kansas_SRR27839969_NODE_2_length_724893_cov_33.367952_fragment_1	45946
kansas_SRR27839969_NODE_17_length_67672_cov_35.392316_fragment_1	17425
kansas_SRR27839969_NODE_18_length_56770_cov_31.906996_fragment_1	26209
kansas_SRR27839969_NODE_1_length_955531_cov_31.458083_fragment_4	35638
kansas_SRR27839969_NODE_1_length_955531_cov_31.458083_fragment_5	25464
kansas_SRR27839969_NODE_1_length_955531_cov_31.458083_fragment_2	34495
kansas_SRR27839970_NODE_4_length_178532_cov_17.298288_fragment_1	36165
kansas_SRR27839970_NODE_85_length_9350_cov_17.104088	9350
kansas_SRR27839970_NODE_62_length_23543_cov_18.661001	23543
kansas_SRR27839970_NODE_46_length_33732_cov_18.446124_fragment_1	10611
kansas_SRR27839971_NODE_59_length_25811_cov_16.887089	25811
kansas_SRR27839971_NODE_4_length_178413_cov_14.613295_fragment_1	36165
kansas_SRR27839971_NODE_48_length_33732_cov_16.830382_fragment_1	10611
kansas_SRR27839971_NODE_86_length_9349_cov_15.449577	9349
kansas_SRR27839972_NODE_2_length_369786_cov_13.937540_fragment_1	41549
kansas_SRR27839972_NODE_27_length_46675_cov_10.877739_fragment_1	9959
kansas_SRR27839972_NODE_54_length_8539_cov_10.480861	8539
kansas_SRR27839972_NODE_21_length_86613_cov_15.146926_fragment_1	11445
kansas_SRR27839972_NODE_36_length_30752_cov_15.009012	30752
kansas_SRR27839972_NODE_49_length_11505_cov_10.266655	11505
kansas_SRR27839972_NODE_57_length_7382_cov_11.361268	7382
kansas_SRR27839973_NODE_30_length_48420_cov_15.683142_fragment_1	17692
kansas_SRR27839973_NODE_45_length_15412_cov_8.952568	15412
kansas_SRR27839973_NODE_75_length_1829_cov_15.945946	1829
kansas_SRR27839973_NODE_61_length_5208_cov_7.242472	5208
kansas_SRR27839973_NODE_5_length_235245_cov_17.128731_fragment_1	41749
kansas_SRR27839973_NODE_1_length_621037_cov_16.546224_fragment_1	34933
kansas_SRR27839973_NODE_53_length_7502_cov_16.272271	7502
kansas_SRR27839973_NODE_6_length_229006_cov_16.306201_fragment_1	17183
kansas_SRR27839973_NODE_47_length_11659_cov_8.544138	11659
kansas_SRR27839973_NODE_14_length_118327_cov_14.299475_fragment_1	44529
kansas_SRR27839974_NODE_1_length_426045_cov_15.064548_fragment_3	45056
kansas_SRR27839974_NODE_17_length_85316_cov_17.766953_fragment_1	22854
kansas_SRR27839974_NODE_54_length_25340_cov_15.408162	25340
kansas_SRR27839974_NODE_22_length_77123_cov_15.364668_fragment_1	9105
kansas_SRR27839974_NODE_71_length_7482_cov_16.138409	7482
kansas_SRR27839974_NODE_48_length_29855_cov_18.112419_fragment_1	8352
kansas_SRR27839974_NODE_2_length_331178_cov_13.969092_fragment_1	36523
kansas_SRR27839975_NODE_28_length_78018_cov_26.602059_fragment_1	34003
kansas_SRR27839975_NODE_36_length_56515_cov_27.286036_fragment_1	25871
kansas_SRR27839975_NODE_59_length_5755_cov_27.410981	5755
kansas_SRR27839975_NODE_5_length_210471_cov_30.495793_fragment_2	17133
kansas_SRR27839975_NODE_34_length_70427_cov_29.091949_fragment_1	32294
kansas_SRR27839975_NODE_67_length_1848_cov_32.649041	1848
kansas_SRR27839975_NODE_25_length_88140_cov_23.560838_fragment_1	41675
kansas_SRR27839975_NODE_62_length_3170_cov_35.653960	3170
kansas_SRR27839975_NODE_54_length_8852_cov_36.077822	8852
kansas_SRR27839975_NODE_66_length_1871_cov_55.009748	1871
kansas_SRR27839975_NODE_63_length_2858_cov_27.411205	2858
kansas_SRR27839975_NODE_7_length_192085_cov_24.396951_fragment_2	28166
kansas_SRR27839975_NODE_7_length_192085_cov_24.396951_fragment_1	31881
kansas_SRR27839975_NODE_2_length_277276_cov_28.114664_fragment_3	23957
kansas_SRR27839975_NODE_35_length_62811_cov_27.867303_fragment_1	9293
kansas_SRR27839975_NODE_56_length_7717_cov_25.508037	7717
kansas_SRR27839975_NODE_31_length_72353_cov_25.168056_fragment_1	36959
kansas_SRR27839975_NODE_11_length_136675_cov_27.263409_fragment_1	35576
kansas_SRR27839976_NODE_33_length_50598_cov_19.870440_fragment_1	12839
kansas_SRR27839976_NODE_76_length_11329_cov_21.327799	11329
kansas_SRR27839976_NODE_79_length_9951_cov_20.218037	9951
kansas_SRR27839976_NODE_18_length_100046_cov_8.402906	100046
kansas_SRR27839976_NODE_34_length_49889_cov_8.434669	49889
kansas_SRR27839976_NODE_53_length_26140_cov_17.908161	26140
kansas_SRR27839976_NODE_45_length_32936_cov_21.512055	32936
kansas_SRR27839976_NODE_97_length_5274_cov_19.676122	5274
kansas_SRR27839976_NODE_63_length_18424_cov_22.652347	18424
kansas_SRR27839976_NODE_75_length_14565_cov_19.761740	14565
kansas_SRR27839976_NODE_21_length_95616_cov_19.785158_fragment_1	9150
kansas_SRR27839976_NODE_108_length_2700_cov_22.204431	2700
kansas_SRR27839976_NODE_74_length_15033_cov_20.434255_fragment_1	5010
kansas_SRR27839976_NODE_32_length_54515_cov_9.005075	54515
kansas_SRR27839976_NODE_86_length_8001_cov_19.703708	8001
kansas_SRR27839976_NODE_35_length_49645_cov_21.373117_fragment_1	15017
kansas_SRR27839976_NODE_27_length_81946_cov_19.340752_fragment_2	10760
kansas_SRR27839977_NODE_3_length_205314_cov_18.278034_fragment_1	10982
kansas_SRR27839977_NODE_80_length_6951_cov_18.555979	6951
kansas_SRR27839977_NODE_46_length_31555_cov_19.709495_fragment_1	6757
kansas_SRR27839977_NODE_85_length_5658_cov_35.110649	5658
kansas_SRR27839977_NODE_112_length_2166_cov_32.693968	2166
kansas_SRR27839977_NODE_28_length_65868_cov_15.132322_fragment_1	37268
kansas_SRR27839977_NODE_55_length_23938_cov_22.411364	23938
kansas_SRR27839977_NODE_10_length_134304_cov_22.940146_fragment_2	32159
kansas_SRR27839977_NODE_66_length_13365_cov_18.970011	13365
kansas_SRR27839977_NODE_21_length_90821_cov_15.681048_fragment_1	21067
kansas_SRR27839977_NODE_1_length_283166_cov_17.320532_fragment_2	34246
kansas_SRR27839977_NODE_11_length_127699_cov_17.769471_fragment_1	39331
kansas_SRR27839977_NODE_65_length_13425_cov_21.598285	13425
kansas_SRR27839977_NODE_9_length_151847_cov_21.372502_fragment_1	14038
kansas_SRR27839978_NODE_4_length_339740_cov_15.713969_fragment_1	41648
kansas_SRR27839978_NODE_2_length_399970_cov_16.393514_fragment_2	36530
kansas_SRR27839978_NODE_5_length_267213_cov_15.293789_fragment_2	40681
kansas_SRR27839991_NODE_3_length_367677_cov_17.278591_fragment_1	38652
kansas_SRR27839991_NODE_26_length_37137_cov_17.679708	37137
kansas_SRR27839991_NODE_34_length_2742_cov_17.626386	2742
kansas_SRR27839991_NODE_1_length_874740_cov_15.100968_fragment_5	52937
kansas_SRR27839992_NODE_27_length_58471_cov_16.558755_fragment_1	17968
kansas_SRR27839992_NODE_38_length_17930_cov_36.384935	17930
kansas_SRR27839992_NODE_22_length_90204_cov_16.047903_fragment_1	27718
kansas_SRR27839992_NODE_25_length_69487_cov_19.310597_fragment_1	20440
kansas_SRR27839992_NODE_48_length_1887_cov_23.528409	1887
kansas_SRR27839992_NODE_19_length_92490_cov_20.786744_fragment_1	22203
kansas_SRR27839992_NODE_26_length_67210_cov_19.495684_fragment_1	7255
kansas_SRR27839993_NODE_40_length_4317_cov_30.681623	4317
kansas_SRR27839993_NODE_20_length_69487_cov_16.287601_fragment_1	20440
kansas_SRR27839993_NODE_16_length_94250_cov_18.183855_fragment_1	23604
kansas_SRR27839993_NODE_43_length_3580_cov_32.600058	3580
kansas_SRR27839993_NODE_22_length_58471_cov_14.605923_fragment_1	17968
kansas_SRR27839993_NODE_21_length_67210_cov_16.889286_fragment_1	7255
kansas_SRR27839993_NODE_41_length_4053_cov_29.676770	4053
kansas_SRR27839993_NODE_35_length_5263_cov_14.724883	5263
kansas_SRR27839993_NODE_9_length_180709_cov_13.832536_fragment_1	27718
kansas_SRR27839994_NODE_21_length_75217_cov_13.313411_fragment_1	53261
kansas_SRR27839994_NODE_36_length_23092_cov_16.539691	23092
kansas_SRR27839994_NODE_37_length_16738_cov_16.900307	16738
kansas_SRR27839994_NODE_24_length_51147_cov_15.618444_fragment_1	20419
kansas_SRR27839995_NODE_2_length_731795_cov_15.725296_fragment_4	36309
kansas_SRR27839995_NODE_1_length_1508459_cov_12.903818_fragment_3	42476
kansas_SRR27839995_NODE_1_length_1508459_cov_12.903818_fragment_1	8074
kansas_SRR27839995_NODE_1_length_1508459_cov_12.903818_fragment_5	13055
kansas_SRR28559322_NODE_77_length_2081_cov_28.885875	2081
kansas_SRR28559322_NODE_69_length_4116_cov_15.794936	4116
kansas_SRR28559322_NODE_63_length_6537_cov_15.650234	6537
kansas_SRR28559322_NODE_1_length_383851_cov_13.953766_fragment_3	6056
kansas_SRR28559322_NODE_22_length_90445_cov_13.180462	90445
kansas_SRR28559322_NODE_36_length_44971_cov_14.598274_fragment_1	32903
kansas_SRR28559322_NODE_78_length_1854_cov_14.492762	1854
kansas_SRR28559322_NODE_51_length_16634_cov_26.729266	16634
kansas_SRR28559322_NODE_66_length_5200_cov_13.023063	5200
kansas_SRR28559322_NODE_20_length_92309_cov_14.304973_fragment_2	12989
kansas_SRR28559322_NODE_60_length_8620_cov_16.500765	8620
kansas_SRR28559322_NODE_81_length_1615_cov_15.329301	1615
kansas_SRR28559322_NODE_40_length_35522_cov_14.583077_fragment_1	26683
kansas_SRR28559322_NODE_79_length_1849_cov_13.328688	1849
kansas_SRR28559322_NODE_55_length_14226_cov_14.224342_fragment_1	7628
kansas_SRR28559322_NODE_64_length_6252_cov_15.478367	6252
kansas_SRR28559322_NODE_73_length_3706_cov_12.594859	3706
kansas_SRR28559322_NODE_45_length_24002_cov_13.960712	24002
kansas_SRR28559322_NODE_25_length_79671_cov_14.293058_fragment_1	30345
kansas_SRR28564672_NODE_22_length_68130_cov_30.762055_fragment_1	17895
kansas_SRR28564672_NODE_19_length_81733_cov_30.120726_fragment_1	26186
kansas_SRR28564672_NODE_28_length_39382_cov_29.485900_fragment_1	30419
kansas_SRR28564672_NODE_4_length_359508_cov_28.399111_fragment_1	11314
kansas_SRR28564672_NODE_35_length_20133_cov_84.276617	20133
kansas_SRR28564672_NODE_1_length_725500_cov_29.596694_fragment_2	61446
kansas_SRR28568669_NODE_33_length_60672_cov_29.470113	60672
kansas_SRR28568669_NODE_96_length_3351_cov_28.120658	3351
kansas_SRR28568669_NODE_7_length_140350_cov_27.409983_fragment_2	14927
kansas_SRR28568669_NODE_7_length_140350_cov_27.409983_fragment_1	18334
kansas_SRR28568669_NODE_86_length_5807_cov_25.424472	5807
kansas_SRR28708114_NODE_7_length_207907_cov_14.901136_fragment_2	18760
kansas_SRR28708114_NODE_7_length_207907_cov_14.901136_fragment_1	10567
kansas_SRR28708114_NODE_39_length_24301_cov_16.229958	24301
kansas_SRR28708114_NODE_17_length_112895_cov_14.763958_fragment_1	29284
kansas_SRR28708114_NODE_18_length_105168_cov_15.814739_fragment_1	14863
kansas_SRR28708114_NODE_44_length_18542_cov_4.526636_fragment_1	6603
kansas_SRR28708115_NODE_56_length_3391_cov_15.098039	3391
kansas_SRR28708115_NODE_57_length_3361_cov_15.590291	3361
kansas_SRR28708115_NODE_47_length_5641_cov_27.754081	5641
kansas_SRR28708115_NODE_52_length_3898_cov_15.702997	3898
kansas_SRR28708115_NODE_35_length_20425_cov_14.167701	20425
kansas_SRR28708115_NODE_33_length_22440_cov_14.547035	22440
kansas_SRR28708115_NODE_2_length_463878_cov_13.611395_fragment_2	25375
kansas_SRR28708115_NODE_8_length_240111_cov_14.948484_fragment_1	29624
kansas_SRR28708115_NODE_62_length_1533_cov_13.500711	1533
kansas_SRR28708115_NODE_4_length_319538_cov_15.196912_fragment_4	14769
kansas_SRR28708115_NODE_22_length_55893_cov_13.484919_fragment_1	11799
kansas_SRR28708115_NODE_25_length_31262_cov_14.770355_fragment_1	7830
kansas_SRR28708115_NODE_27_length_30465_cov_13.980783	30465
kansas_SRR28708115_NODE_58_length_3278_cov_14.184069	3278
kansas_SRR28708115_NODE_17_length_91642_cov_14.320931_fragment_1	18697
